,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship,Average Precol GPA,GMAT Score,GRE Combined General Write Score,GRE Combined Quantitative Score,GRE Combined General Verbal Score
614,0,0,0,0,2005,25.7,GD Harpur,40,Doctor of Philosophy,Male,1,614,White,C29,History,10490.25,Harpur Doctor of Philosophy,Masters Prepared,11886.25,1396,1,4,3.9,3.82,4,4,4,0,0,0,0.01,6,3.95,6,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
615,0,0,0,0,2006,42.7,GD Harpur,56,Doctor of Philosophy,Male,1,615,Unknown,C23,English,10867.4,Harpur Doctor of Philosophy,Bachelors Prepared,19243.4,8376,1,3.9,3.65,3.9,3.5,4,4,4,0,0,0.04,7,3.85,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
616,0,0,0,0,2005,23.7,GD Harpur,38,Doctor of Philosophy,Male,0,616,Asian,C29,History,9634.8,Harpur Doctor of Philosophy,Masters Prepared,9634.8,0,1,3.43,3.8,3.8,3.8,4,0,0,0,0,0.11,5,3.77,12,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
617,0,0,0,0,2007,23.7,GD Grad School,36,Doctor of Philosophy,Male,1,617,China,H21,Materials Science and Engineer,30283.65,Graduate School PhD,0,38215.65,7932,1,3.7,3.35,3.7,0,0,0,0,0,0,0,3,3.58,5,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
618,0,0,0,0,2007,23.7,GD Harpur,36,Doctor of Philosophy,Male,1,618,China,H21,Materials Science and Engineer,30283.65,Graduate School PhD,0,38215.65,7932,1,3.7,3.35,3.7,0,0,0,0,0,0,0,3,3.58,5,GD Harpur,China,3.48144,,3.8165,157.3401,154.9181
619,0,0,0,0,2007,31.7,GD Harpur,44,Doctor of Philosophy,Male,0,619,White,C37,Philosophy SPEL,59574.95,Harpur Doctor of Philosophy,Masters Prepared,59574.95,0,1,4,4,4,4,0,0,0,0,0,0,4,4,8.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
620,0,0,0,0,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,620,White,C22,Economics,16154.55,Harpur Doctor of Philosophy,Bachelors Prepared,19993.55,3839,1,3,3.7,3.8,4,3.3,3.47,0,0,0,0.04,6,3.54,5,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
621,0,0,0,0,2007,46.7,GD Harpur,59,Doctor of Philosophy,Male,0,621,White,C60,Translation Studies,95426.1,Harpur Doctor of Philosophy,Bachelors Prepared,95426.1,0,1,3.53,4,0,0,0,0,0,0,0,0.47,2,3.77,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
622,0,0,0,0,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,622,White,C01,Anthropology,40441,Harpur Doctor of Philosophy,Bachelors Prepared,41263,822,1,3.57,3.6,3.26,4,3.7,3.44,0,0,1,0.01,6,3.59,8.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
623,0,0,0,0,2006,24.7,GD Harpur,38,Doctor of Philosophy,Male,1,623,White,C29,History,36053.65,Harpur Doctor of Philosophy,Bachelors Prepared,43033.65,6980,1,3.54,3.67,3.7,3.3,3.8,0,0,0,0,0.02,5,3.6,7.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
624,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Male,1,624,White,C33,Comparative Literature,29219.24,Harpur Doctor of Philosophy,Bachelors Prepared,39361.24,10142,1,4,4,3.87,4,4,4,4,0,0,0,7,3.98,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
625,0,0,0,0,2008,49,GD Watson,60,Doctor of Philosophy,Male,0,625,Black or African American,R87,Industrial and Systems Enginee,5243.95,Industrial and Systems Eng PhD,0,5243.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
626,3141,3141,3141,3141,2007,23.7,GD Harpur,36,Doctor of Philosophy,Female,1,626,White,C13,Biological Sciences,3844.84,Harpur Doctor of Philosophy,Bachelors Prepared,18544.84,14700,1,3.32,3.33,3.7,4,3.48,3,3.33,0,1,-0.03,7,3.45,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
627,0,0,0,0,2004,24.7,GD Harpur,40,Doctor of Philosophy,Female,1,627,White,C29,History,23314.75,Harpur Doctor of Philosophy,Bachelors Prepared,26804.75,3490,1,3.7,3,3.3,0,0,0,0,0,0,-0.2,3,3.33,6.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
628,0,0,0,0,2003,27.7,GD Harpur,44,Doctor of Philosophy,Male,0,628,Hispanic or Latino,C01,Anthropology,7881.9,Harpur Doctor of Philosophy,Masters Prepared,7881.9,0,1,3.53,3.1,4,3.76,4,3.9,4,0,0,0.11,7,3.76,7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
629,0,0,0,0,2007,31.7,GD Watson,44,Doctor of Philosophy,Male,0,629,China,R98,Mechanical Engineering,14695.25,Mechanical Engineering PhD,0,14695.25,0,1,3.85,3.5,0,0,0,0,0,0,0,-0.35,2,3.67,3.7,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
630,0,0,0,0,1996,25.7,GD Harpur,49,Doctor of Philosophy,Female,0,630,White,C01,Anthropology,3652.75,Harpur Doctor of Philosophy,Masters Prepared,3652.75,0,1,3.67,3.47,4,3.94,3.9,0,0,0,0,0.09,5,3.79,13.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
631,0,0,0,0,2006,31.7,GD Harpur,45,Doctor of Philosophy,Female,1,631,White,C23,English,35077.75,Harpur Doctor of Philosophy,Bachelors Prepared,35426.75,349,1,4,4,4,4,0,0,0,0,0,0,4,4,3.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
632,0,0,0,0,2005,30.7,GD Harpur,45,Doctor of Philosophy,Male,1,632,White,C01,Anthropology,104012.46,Harpur Doctor of Philosophy,Bachelors Prepared,105080.46,1068,1,4,4,4,4,4,4,4,0,0,0,7,4,10.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
633,0,0,0,0,2007,27.7,GD Harpur,40,Doctor of Philosophy,Female,1,633,Unknown,C09,Art History,101781.02,Harpur Doctor of Philosophy,Masters Prepared,108761.02,6980,1,4,4,4,4,0,0,0,0,0,0,4,4,6,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
634,0,0,0,3141,2007,27.7,GD Harpur,40,Doctor of Philosophy,Female,1,634,Hispanic or Latino,C09,Art History,24384.99,Harpur Doctor of Philosophy,Bachelors Prepared,37688.99,13304,1,3.85,3.93,3.9,4,3,0,0,0,1,-0.16,5,3.74,6.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
635,3141,3141,349,349,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,635,White,C29,History,114403.4,Harpur Doctor of Philosophy,Masters Prepared,121383.4,6980,1,3.38,4,3.62,3.66,3.69,3.86,0,0,0,0.04,6,3.7,9.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
636,0,0,0,0,2006,25.7,GD Harpur,39,Doctor of Philosophy,Female,1,636,Black or African American,C22,Economics,23485.85,Harpur Doctor of Philosophy,Bachelors Prepared,27324.85,3839,1,3.57,3.67,3.43,4,3.35,3.7,0,0,1,0.01,6,3.62,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
637,4185,4185,3700,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,637,White,C13,Biological Sciences,13848.89,Harpur Doctor of Philosophy,Bachelors Prepared,31840.89,17992,1,4,3.3,3.88,4,3.65,4,0,0,0,0.03,6,3.8,6,GD Harpur,White,3.48144,,5,152,159
638,0,0,0,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Female,1,638,White,C45,Behavioral Neuroscience,16752.7,Harpur Doctor of Philosophy,Bachelors Prepared,20632.7,3880,1,3.85,3.22,3.35,3.13,3,3.23,0,0,1,-0.11,6,3.3,7.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
639,0,0,0,0,2006,29.7,GD Harpur,43,Doctor of Philosophy,Male,0,639,White,C29,History,57954.3,Harpur Doctor of Philosophy,Bachelors Prepared,57954.3,0,1,3.7,3.65,3.56,3.3,0,0,0,0,0,-0.13,4,3.55,9,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
640,0,0,0,0,2007,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,640,White,C47,Clinical Psychology,29801.15,Harpur Doctor of Philosophy,Bachelors Prepared,36083.15,6282,1,3.81,3.69,4,3.83,3.85,3.75,0,0,0,0,6,3.82,6,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
641,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Female,1,641,Black or African American,C34,Mathematics,47778,Harpur Doctor of Philosophy,Masters Prepared,48825,1047,1,3.87,4,3.87,4,4,4,0,0,0,0.02,6,3.96,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
642,0,0,0,0,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,642,White,C45,Behavioral Neuroscience,14463,Harpur Doctor of Philosophy,Bachelors Prepared,21443,6980,1,4,4,4,4,4,4,4,0,0,0,7,4,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
643,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,643,White,C46,Cognitive Psychology,23048.99,Harpur Doctor of Philosophy,Bachelors Prepared,36352.99,13304,1,3.33,3.54,3.62,3.5,3.85,4,4,3.8,0,0.08,8,3.7,5,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
644,0,0,0,0,2004,23.7,GD Harpur,39,Doctor of Philosophy,Male,0,644,White,C47,Clinical Psychology,37018.05,Harpur Doctor of Philosophy,Bachelors Prepared,37018.05,0,1,3.87,3.72,4,3.68,4,3.72,3.67,3.6,0,-0.03,8,3.78,6.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
645,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Male,1,645,White,C37,Philosophy SPEL,41878.4,Harpur Doctor of Philosophy,Bachelors Prepared,43274.4,1396,1,3.91,4,4,4,0,0,0,0,0,0.03,4,3.98,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
646,0,0,370,370,2005,22.7,GD Harpur,37,Doctor of Philosophy,Male,1,646,White,C38,Philosophy Interpretation and,14889.45,Harpur Doctor of Philosophy,Masters Prepared,15629.45,740,1,3.9,3.77,3.69,3.77,3.77,0,0,0,0,-0.03,5,3.78,8.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
647,0,0,0,0,2005,23.7,GD Watson,38,Doctor of Philosophy,Female,1,647,Asian,R98,Mechanical Engineering,21649,Mechanical Engineering PhD,0,23349,1700,1,3.35,4,3.35,3.7,0,0,0,0,1,0.04,4,3.6,5.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
648,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Male,1,648,White,C45,Behavioral Neuroscience,13902.3,Harpur Doctor of Philosophy,Bachelors Prepared,17741.3,3839,1,3.35,3.78,3.3,3.85,3.5,3,0,0,0,-0.06,6,3.46,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
649,0,0,0,0,1994,40.7,GD Nursing,66,Doctor of Philosophy,Female,1,649,White,D99,Nursing,119735.5,Nursing PhD,0,126017.5,6282,1,3,2.83,4,3.85,3.85,3,3.3,0,1,0.04,7,3.4,17.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
650,0,0,0,0,2007,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,650,White,C47,Clinical Psychology,24065.65,Harpur Doctor of Philosophy,Bachelors Prepared,31045.65,6980,1,4,4,4,3.93,4,3.91,0,0,0,-0.01,6,3.97,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
651,0,0,0,0,2005,29.7,GD Watson,44,Doctor of Philosophy,Male,0,651,Unknown,R92,Computer Science,3113.4,Computer Science PhD,0,3113.4,0,1,3.85,4,3.7,4,0,0,0,0,0,0.02,4,3.89,4,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
652,4185,349,349,0,2007,23.7,GD Harpur,36,Doctor of Philosophy,Male,1,652,White,C38,Philosophy Interpretation and,13991.7,Harpur Doctor of Philosophy,Masters Prepared,18874.7,4883,1,3.9,4,4,4,4,3.67,0,0,0,-0.03,6,3.93,3.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
653,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Female,0,653,White,C01,Anthropology,82497.5,Harpur Doctor of Philosophy,Bachelors Prepared,82497.5,0,1,3.83,3.43,3.35,4,4,0,0,0,0,0.09,5,3.72,7.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
654,0,0,0,0,2004,26.7,GD Harpur,42,Doctor of Philosophy,Male,0,654,White,C23,English,26445.4,Harpur Doctor of Philosophy,Bachelors Prepared,26445.4,0,1,4,3.65,4,4,0,0,0,0,0,0.04,4,3.91,8.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
655,0,0,0,0,2007,40.7,GD Harpur,53,Doctor of Philosophy,Female,1,655,Asia,C09,Art History,45580.08,Harpur Doctor of Philosophy,Masters Prepared,46844.08,1264,1,3.35,3.47,3.15,3.5,0,0,0,0,0,0.01,4,3.37,8.7,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
656,0,0,0,0,2006,29.7,GD Harpur,43,Doctor of Philosophy,Female,1,656,Black or African American,C23,English,9244.17,Harpur Doctor of Philosophy,Bachelors Prepared,12734.17,3490,1,4,4,4,4,4,0,0,0,0,0,5,4,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
657,0,0,0,4968,2005,22.7,GD Watson,37,Doctor of Philosophy,Male,1,657,Asia,R98,Mechanical Engineering,21481.45,Mechanical Engineering PhD,0,28149.45,6668,1,3.13,4,3.7,4,3.85,4,0,0,1,0.12,6,3.78,6.2,GD Non-Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
658,0,0,0,0,2005,21.7,GD Watson,36,Doctor of Philosophy,Male,0,658,White,R92,Computer Science,6166.15,Computer Science PhD,0,6166.15,0,1,3.9,4,3.7,0,0,0,0,0,0,-0.1,3,3.87,7.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
659,0,0,0,0,2003,26.7,GD Harpur,43,Doctor of Philosophy,Male,0,659,Hispanic or Latino,C52,Sociology,63016.5,Harpur Doctor of Philosophy,Masters Prepared,63016.5,0,1,3.9,2,3.67,3,4,0,0,0,0,0.12,5,3.31,11.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
660,0,0,0,0,2006,23.7,GD Harpur,37,Doctor of Philosophy,Female,1,660,White,C47,Clinical Psychology,45178.5,Harpur Doctor of Philosophy,Bachelors Prepared,46574.5,1396,1,3.92,3.92,3.95,3.72,3.93,3.57,0,0,0,-0.06,6,3.83,6,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
661,0,0,0,0,2004,28.7,GD Harpur,44,Doctor of Philosophy,Male,0,661,China,C22,Economics,18369,Harpur Doctor of Philosophy,Bachelors Prepared,18369,0,1,3.9,3.7,3.67,3.7,3.35,3.3,0,0,0,-0.11,6,3.6,7.2,GD Harpur,China,3.48144,,3.8165,157.3401,154.9181
662,0,0,0,0,2005,26.7,GD Watson,41,Doctor of Philosophy,Male,1,662,Asia,R98,Mechanical Engineering,25127.5,Mechanical Engineering PhD,0,25701.5,574,1,2.87,4,3.7,4,4,3,3.7,0,0,0.03,7,3.61,5.2,GD Non-Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
663,0,0,0,0,1997,41.7,GD Harpur,64,Doctor of Philosophy,Male,0,663,White,C09,Art History,4887.63,Harpur Doctor of Philosophy,Bachelors Prepared,4887.63,0,1,2.87,3.67,3.85,0,0,0,0,0,0,0.49,3,3.46,12,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
664,0,0,0,0,2006,26.7,GD Grad School,40,Doctor of Philosophy,Male,1,664,China,H21,Materials Science and Engineer,18371.75,Graduate School PhD,0,18923.75,552,1,3.7,3.7,4,0,0,0,0,0,1,0.15,3,3.8,3.7,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
665,0,0,0,0,2006,26.7,GD Watson,40,Doctor of Philosophy,Male,1,665,China,H21,Materials Science and Engineer,18371.75,Graduate School PhD,0,18923.75,552,1,3.7,3.7,4,0,0,0,0,0,1,0.15,3,3.8,3.7,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
666,0,0,0,0,2005,29.7,GD Harpur,44,Doctor of Philosophy,Male,0,666,Unknown,C01,Anthropology,3826.3,Harpur Doctor of Philosophy,Bachelors Prepared,3826.3,0,1,3.8,3.7,0,0,0,0,0,0,0,-0.1,2,3.75,5.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
667,0,552,552,0,2006,26.7,GD Grad School,40,Doctor of Philosophy,Male,1,667,China,H21,Materials Science and Engineer,3331.15,Graduate School PhD,0,4435.15,1104,1,4,0,0,0,0,0,0,0,0,0,1,4,3.7,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
668,0,552,552,0,2006,26.7,GD Watson,40,Doctor of Philosophy,Male,1,668,China,H21,Materials Science and Engineer,3331.15,Graduate School PhD,0,4435.15,1104,1,4,0,0,0,0,0,0,0,0,0,1,4,3.7,GD Non-Harpur,China,3.48144,,3.8165,157.3401,154.9181
669,0,0,0,0,2002,28.7,GD Harpur,46,Doctor of Philosophy,Female,0,669,White,C29,History,8818.3,Harpur Doctor of Philosophy,Masters Prepared,8818.3,0,1,3.47,4,3.7,3.9,3.83,4,0,0,0,0.07,6,3.82,9,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
670,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,670,White,C14,Biological Sciences,15837.65,Harpur Doctor of Philosophy,Bachelors Prepared,22119.65,6282,1,3.67,3.89,3.42,4,4,0,0,0,0,0.08,5,3.8,3.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
671,0,0,0,0,2006,24.7,GD Watson,38,Doctor of Philosophy,Male,0,671,Asia,R98,Mechanical Engineering,12035.45,Mechanical Engineering PhD,0,12035.45,0,1,4,3.85,4,3.7,4,0,0,0,0,-0.01,5,3.91,3,GD Non-Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
672,0,0,0,0,2003,29.7,GD Harpur,46,Doctor of Philosophy,Female,0,672,White,C09,Art History,8285.3,Harpur Doctor of Philosophy,Bachelors Prepared,8285.3,0,1,3.57,3.85,3.65,4,0,0,0,0,0,0.11,4,3.77,9.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
673,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,673,White,C34,Mathematics,37053.08,Harpur Doctor of Philosophy,Masters Prepared,41944.08,4891,1,3,2.35,3.42,2.98,3.42,3.87,3.87,4,0,0.2,8,3.36,6.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
674,0,0,0,0,2000,51.7,GD Nursing,71,Doctor of Philosophy,Female,0,674,White,D99,Nursing,18803.8,Nursing PhD,0,18803.8,0,1,3.35,3.85,3.85,3,3.3,3.7,4,4,0,0.06,8,3.63,15.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
675,3141,3141,349,349,2007,25.7,GD Harpur,38,Doctor of Philosophy,Male,1,675,White,C29,History,14342.39,Harpur Doctor of Philosophy,Masters Prepared,22062.39,7720,1,3.53,3.77,3.57,3.67,3.87,3.76,0,0,0,0.04,6,3.69,7.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
676,0,0,0,0,2004,43.7,GD Nursing,59,Doctor of Philosophy,Female,0,676,White,D99,Nursing,14647.2,Nursing PhD,0,14647.2,0,1,4,4,4,4,4,4,4,0,0,0,7,4,6.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
677,0,0,0,0,2005,35.7,GD Harpur,50,Doctor of Philosophy,Male,0,677,Hispanic or Latino,C60,Translation Studies,2758.25,Harpur Doctor of Philosophy,Bachelors Prepared,2758.25,0,1,3.8,3.9,3.77,4,0,0,0,0,0,0.05,4,3.87,4.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
678,0,0,0,0,2007,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,678,White,C23,English,17713.87,Harpur Doctor of Philosophy,Masters Prepared,24693.87,6980,1,3.85,3.85,4,3.85,0,0,0,0,0,0.02,4,3.89,3.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
679,0,0,0,0,2001,28.7,GD Harpur,47,Doctor of Philosophy,Female,0,679,Asia,C52,Sociology,7933.5,Harpur Doctor of Philosophy,Bachelors Prepared,7933.5,0,1,3.7,3.3,3.48,3.34,0,0,0,0,0,-0.09,4,3.46,9.2,GD Harpur,Asia,3.48144,,3.8165,157.3401,154.9181
680,0,0,0,0,2007,26.7,GD Harpur,39,Doctor of Philosophy,Male,0,680,Africa,C15,Chemistry,7322.93,Harpur Doctor of Philosophy,Bachelors Prepared,7322.93,0,1,3.3,3.48,3.88,3,0,0,0,0,1,-0.05,4,3.42,6.2,GD Harpur,Africa,3.48144,,3.8165,157.3401,154.9181
681,0,0,0,0,2007,26.7,GD Harpur,39,Doctor of Philosophy,Female,1,681,White,C43,Political Science,65122.2,Harpur Doctor of Philosophy,Bachelors Prepared,75938.2,10816,1,3.91,3.8,3.9,4,3.9,0,0,0,0,0.02,5,3.9,5,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
682,0,0,0,0,2006,33.7,GD Education,47,Doctor of Education,Female,1,682,White,E99,Educational Theory and Practic,31649.34,Education EDD,0,42365.34,10716,1,3.7,4,4,4,4,3.85,0,0,0,0.02,6,3.93,6.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
683,0,0,0,0,1991,32.7,GD Nursing,61,Doctor of Philosophy,Male,0,683,White,D99,Nursing,9234.9,Nursing PhD,0,9234.9,0,1,3.85,3,4,3.85,3.85,4,3.85,4,0,0.06,8,3.8,19.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
684,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Female,1,684,Black or African American,C37,Philosophy SPEL,106864.61,Harpur Doctor of Philosophy,Bachelors Prepared,117006.61,10142,1,4,4,4,3.91,3.76,0,0,0,0,-0.06,5,3.93,8.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
685,0,0,0,0,2008,30,GD Harpur,41,Doctor of Philosophy,Female,1,685,Hispanic or Latino,C38,Philosophy Interpretation and,18582.35,Harpur Doctor of Philosophy,Masters Prepared,22421.35,3839,1,3.9,0,0,0,0,0,0,0,0,0,1,3.9,2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
686,0,349,349,0,2005,23.7,GD Harpur,38,Doctor of Philosophy,Male,1,686,Hispanic or Latino,C29,History,77861.7,Harpur Doctor of Philosophy,Masters Prepared,78559.7,698,1,3.8,3.9,3.9,3.81,3.73,0,0,0,0,-0.02,5,3.83,8.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
687,0,0,0,0,2006,34.7,GD Harpur,48,Doctor of Philosophy,Female,1,687,Asian,C09,Art History,46969.69,Harpur Doctor of Philosophy,Bachelors Prepared,68501.69,21532,1,4,3.67,4,4,3.91,3.73,0,0,0,-0.02,6,3.88,12.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
688,0,0,0,0,2006,27.7,GD Harpur,41,Doctor of Philosophy,Male,1,688,White,C01,Anthropology,26205.7,Harpur Doctor of Philosophy,Bachelors Prepared,27252.7,1047,1,4,3.9,4,3.7,4,4,0,0,0,0,6,3.93,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
689,0,0,0,0,2006,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,689,Asian,C46,Cognitive Psychology,13513,Harpur Doctor of Philosophy,Bachelors Prepared,17701,4188,1,3.42,3.7,3.9,3.67,4,0,0,0,0,0.11,5,3.74,4.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
690,3888,3888,4077,453,2014,25,GD Watson,30,Doctor of Philosophy,Male,1,690,White,R92,Computer Science,4171.12,Computer Science PhD,0,19213.12,15042,1,4,4,0,0,0,0,0,0,0,0,2,4,4.4,GD Non-Harpur,White,3.7,,3,158,151
691,0,0,0,0,2005,22.7,GD Watson,37,Doctor of Philosophy,Male,0,691,India,R96,Electrical Engineering,14602.2,Electrical Engineering PhD,0,14602.2,0,1,4,3.93,0,0,0,0,0,0,0,-0.07,2,3.96,4.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
692,0,0,0,0,1990,28.7,GD Nursing,58,Doctor of Philosophy,Female,1,692,White,D99,Nursing,25287.1,Nursing PhD,0,36371.1,11084,1,3.75,3.58,3.78,3.83,4,3.93,3.85,3.85,0,0.03,8,3.82,21.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
693,0,0,0,0,2007,50.7,GD Nursing,63,Doctor of Philosophy,Female,1,693,White,D99,Nursing,23069.65,Nursing PhD,0,29351.65,6282,1,3.93,3.93,4,4,4,0,0,0,0,0.02,5,3.97,3.2,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
694,0,0,0,0,2007,25.7,GD Harpur,38,Doctor of Philosophy,Female,0,694,White,C23,English,49916.7,Harpur Doctor of Philosophy,Masters Prepared,49916.7,0,1,4,4,3.85,4,0,0,0,0,0,-0.02,4,3.96,2.7,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
695,0,0,0,0,2004,54.7,GD Education,70,Doctor of Education,Female,0,695,White,E99,Educational Theory and Practic,8898.65,Education EDD,0,8898.65,0,1,3.7,3.7,4,4,4,4,3.7,3.7,0,0,8,3.85,7.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
696,0,0,0,0,2007,24.7,GD Harpur,37,Doctor of Philosophy,Female,1,696,White,C47,Clinical Psychology,68444.3,Harpur Doctor of Philosophy,Bachelors Prepared,75424.3,6980,1,4,4,3.9,3.95,3.87,4,0,0,0,-0.01,6,3.95,5.2,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
697,0,0,0,0,2006,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,697,White,C22,Economics,30967.2,Harpur Doctor of Philosophy,Bachelors Prepared,37598.2,6631,1,2.67,3.13,3.1,3.65,4,3.35,0,0,0,0.19,6,3.32,8,GD Harpur,White,3.48144,,3.8165,157.3401,154.9181
698,0,0,0,0,2004,46.7,GD Education,62,Doctor of Education,Female,0,698,White,E99,Educational Theory and Practic,6172.11,Education EDD,0,6172.11,0,1,4,4,3.7,3.7,4,4,4,4,0,0.01,8,3.92,5.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
699,0,0,0,0,2008,30.7,GD Watson,42,Doctor of Philosophy,Male,0,699,India,R87,Industrial and Systems Enginee,18911,Industrial and Systems Eng PhD,0,18911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,GD Non-Harpur,White,3.48144,,3.8165,157.3401,154.9181
