PC1,PC2,PC3
0.07729072351390286,0.06272722525402993,0.27248735721460987
-0.2839711361511927,0.3701217317163092,0.982211933027864
-0.32153909740089237,-0.28450129188972545,-0.7072014256609689
1.9198670275789897,-0.18440031289294476,-4.452150472047033
-0.10383091593534066,-0.19906782588700628,-0.7183723111832573
-0.2082739266696836,0.27145965415758916,0.7203870748490538
-0.11855871543231973,0.15452682149536792,0.4100761318223238
0.18619856038100824,-0.0028153436982865055,1.4723774705995953
1.022884784573265,-0.05319177221509314,-2.7552544549142417
-0.1253550907901774,0.5229636107822143,0.048180821029606614
0.31019201587659495,0.3355460702054858,-0.04686917801782124
0.3081127380855333,-0.9891339807373839,-0.8209356688694986
0.23469492881480186,-0.30589620711213017,-0.81177320634543
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
2.304476867958642,-4.5491646662295695,1.6887966283084126
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.150586918279773,-0.19627167649129745,-0.5208566972578699
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.9864305815090034,-1.2173835664453,1.0506512055486432
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.6343160343497513,-1.2810505356906792,0.6321831510782034
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.14659471894399595,0.19106833170231205,0.5070483015181773
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.028843504194955266,0.037593988833145804,0.09976518879559197
0.032835703530732535,-0.04279733362213151,-0.1135735845352854
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.26273093232647826,-0.34243771731907463,-0.9087453760412839
0.07208610844707954,-0.09395544791185373,-0.24933462210948082
0.29076693583815455,-0.3789792275260188,-1.0057175457371372
0.29076693583815455,-0.3789792275260188,-1.0057175457371372
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.04566510630196119,0.059518894957312544,0.1579484906131045
0.2085279922039039,-0.2717907975856487,-0.7212658479626332
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
0.021621302126062003,-0.028180729539353792,-0.07478471665694399
-0.9287111984249293,1.817843909115801,-0.9914850516384137
-0.06248670840896686,0.08144380108147897,0.21613179243061623
-0.05687950770663172,0.07413549904009027,0.19673735849144597
-0.17743432280683977,0.23126399292995053,0.6137176881836156
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.2739453337311489,-0.35705432140185234,-0.9475342439196254
0.08330050985174982,-0.10857205199463112,-0.2881234899878214
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.03844290423306768,-0.050105635663520214,-0.13296801847445572
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.24752433158603054,0.3226177684473112,0.8561481124232492
0.11694371406576141,-0.1524218642429643,-0.4044900936228456
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.1225509147680968,-0.15973016628435333,-0.4238845275620168
0.12815811547043193,-0.16703846832574198,-0.44327896150118695
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.17836885625722884,0.23248204327018188,0.6169500938401435
0.29076693583815455,-0.3789792275260188,-1.0057175457371372
0.279552534433484,-0.3643626234432411,-0.9669286778587959
0.17862292179144923,-0.2328131866982416,-0.617828866953723
-0.10173711332531384,0.13260191537120114,0.35189283000481153
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.13937251687510244,-0.18165507240851972,-0.4820678293795284
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.20105172460079027,-0.262046394863797,-0.6954066027104058
0.19544452389845515,-0.25473809282240834,-0.6760121687712356
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.2234805274101313,-0.29127960302935246,-0.7729843384670886
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.007603300370223898,-0.009909974435881715,-0.026298631809017415
-0.26995313439537155,0.35185097661286663,0.9337258481799318
0.2739453337311489,-0.35705432140185234,-0.9475342439196254
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.2150697263566286,-0.2803171499672694,-0.7438926875583332
0.17862292179144923,-0.2328131866982416,-0.617828866953723
0.19544452389845515,-0.25473809282240834,-0.6760121687712356
-0.01762910279028473,0.022977384750368077,0.06097632091725054
0.150586918279773,-0.19627167649129745,-0.5208566972578699
0.2178733267077962,-0.28397130098796375,-0.7535899045279184
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.13937251687510244,-0.18165507240851972,-0.4820678293795284
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.16740852038677892,-0.21819658261546418,-0.5790399990753824
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.05246090598890603,-0.0683763907669926,-0.1814541033223831
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.38209714844207693,0.4980170174406439,1.3216145269633461
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
0.1842301224937846,-0.24012148873963063,-0.6372233008928941
0.09451491125642034,-0.12318865607740882,-0.32691235786616274
-0.169023521753337,0.22030153986786746,0.5846260372748601
0.04124650458423525,-0.05375978668421456,-0.1426652354440408
0.1379707166995187,-0.17982799689817255,-0.47721922089473584
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.006414701385614204,0.008360780667590358,0.02218745303890914
0.08890771055408518,-0.11588035403602011,-0.30751792392699245
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.07488970879824708,-0.09760959893254804,-0.2590318390790659
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
-0.03445070489729066,0.044902290874534824,0.11915962273476309
-0.12416591613465491,0.1618351235367566,0.42947056576149445
0.2571237316241429,-0.33512941527768564,-0.8893509421021129
-0.09936919966625501,0.17067537865132587,-0.03829765007616486
-0.04566510630196094,0.059518894957312225,0.15794849061310368
0.9320258270769242,0.21057042716411045,-1.5045043437459464
-0.26995313439537155,0.35185097661286663,0.9337258481799318
-0.2082739266696838,0.2714596541575894,0.7203870748490546
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.04405010493540306,-0.05741393770490922,-0.15236245241362678
0.1491851181041892,-0.19444460098095026,-0.5160080887730772
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.2683381330288135,-0.34974601936046334,-0.9281398099804543
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.23469492881480186,-0.30589620711213017,-0.81177320634543
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.010406900721391473,-0.013564125456576067,-0.03599584877860257
0.15339051863094055,-0.19992582751199178,-0.5305539142274549
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
0.15619411898210814,-0.2035799785326861,-0.54025113119704
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
3.7854327322322545e-16,-5.787466752293068e-16,-1.2087556177235142e-15
